n|d,2,3,4,5,6,7,8,9,10,11,12
10,8,2,0,0,0,0,0,0,0,,
11,8,3,0,0,0,0,0,0,0,0,
12,10,4,2,0,0,0,0,0,0,0,0
13,10,5,3,0,0,0,0,0,0,0,0
14,12,6,3,0,0,0,0,0,0,0,0
15,12,7,4,1,0,0,0,0,0,0,0
16,12,7,6,1,0,0,0,0,0,0,0
17,13,7,6,1,0,0,0,0,0,0,0
18,14,8,6,2,0,0,0,0,0,0,0
19,15,9,7,3,0,0,0,0,0,0,0
20,16,10,8,4,2,0,0,0,0,0,0
21,17,11,9,4,3,0,0,0,0,0,0
22,18,12,10,5,3,0,0,0,0,0,0
23,19,13,11,5,3,1,0,0,0,0,0
24,20,14,12,6,4,1,0,0,0,0,0
25,21,15,13,7,5,1,0,0,0,0,0
26,22,16,14,8,6,2,0,0,0,0,0
27,23,17,15,9,7,2,0,0,0,0,0
28,24,18,16,10,8,3,0,0,0,0,0
29,24,19,17,11,8,4,1,0,0,0,0
30,24,19,17,11,10,4,3,0,0,0,0
31,25,19,18,12,10,5,3,0,0,0,0
32,26,20,18,13,10,6,4,0,0,0,0
33,27,21,19,14,11,7,5,1,0,0,0
34,28,22,20,14,13,8,6,1,0,0,0
35,29,23,21,15,13,8,6,1,0,0,0
36,30,24,22,16,14,9,7,2,0,0,0
37,31,25,23,17,15,9,7,3,0,0,0
38,32,26,24,18,16,10,8,4,2,1,1
39,33,27,25,19,17,11,9,5,3,2,2
40,34,27,26,20,18,12,10,6,4,3,3
41,35,27,26,21,19,13,11,6,4,4,4
42,36,28,27,21,20,14,12,7,5,4,4
43,36,29,27,21,20,15,13,7,5,5,5
44,36,30,28,22,20,16,14,8,6,6,6
45,37,31,29,23,21,16,14,9,7,7,7
46,38,32,30,24,22,17,15,10,8,8,8
47,39,33,31,25,23,18,15,11,9,9,9
48,40,34,32,26,24,18,17,12,10,10,9
49,41,35,33,27,25,19,17,12,11,11,10
50,42,36,34,28,26,20,18,13,12,12,10
51,43,36,35,29,27,21,19,13,13,13,13
52,44,37,35,29,28,22,20,14,14,14,13
53,45,37,36,29,28,23,21,15,15,15,13
54,46,38,36,30,28,23,22,16,15,15,15
55,47,39,37,31,29,24,22,17,16,16,16
56,48,40,38,32,30,24,23,18,17,16,16
57,48,41,39,33,31,25,23,19,18,17,17
58,48,42,40,34,32,26,24,19,18,17,17
59,49,43,41,35,33,27,25,20,18,17,17
60,50,44,42,36,34,28,26,20,19,18,17
61,51,45,43,37,35,29,27,21,19,18,18
62,52,46,44,37,36,30,28,22,20,19,18
63,53,46,45,38,36,31,29,23,21,19,18
64,54,47,45,38,37,31,30,24,22,20,19
65,55,47,46,39,37,32,30,25,23,20,19
66,56,48,47,40,38,32,31,26,24,20,20
67,57,49,47,41,39,33,31,26,25,20,20
68,58,50,48,42,40,34,32,27,25,20,20
69,59,51,49,43,41,35,33,27,26,21,21
70,60,52,50,44,42,36,34,28,26,23,21
71,60,53,51,45,43,37,35,29,27,23,22
72,60,54,52,46,44,38,36,30,28,24,22
73,61,55,53,46,45,38,37,31,29,24,23
74,62,55,54,47,45,39,37,32,30,25,24
75,63,56,54,47,46,40,38,33,31,25,25
76,64,57,55,48,46,40,39,33,32,26,25
77,65,58,56,49,47,41,39,34,32,27,25
78,66,58,57,50,48,42,40,34,33,28,26
79,67,59,57,51,49,43,41,35,33,29,27
80,68,60,58,52,50,44,42,36,34,29,28
81,69,61,59,53,51,45,43,37,35,30,28
82,70,62,60,54,52,46,44,38,36,30,29
83,71,63,61,54,53,47,45,39,37,31,30
84,72,64,62,55,53,47,46,40,38,32,30
85,72,65,63,56,54,48,46,40,39,33,31
86,72,65,64,56,55,49,47,41,40,34,33
87,73,66,64,57,55,49,48,41,40,35,33
88,74,67,65,58,56,50,48,42,41,36,35
89,75,68,66,59,57,51,49,43,41,37,35
90,76,69,67,60,58,52,50,44,42,38,37
91,77,69,68,61,59,53,51,45,43,39,38
92,78,70,68,62,60,54,52,46,44,39,38
93,79,71,69,63,61,55,53,47,45,41,40
94,80,72,70,63,62,55,54,48,46,42,41
95,81,73,71,64,62,56,54,48,47,42,42
96,82,74,72,65,63,57,55,49,47,43,43
97,83,75,73,66,64,57,56,49,48,44,44
98,84,75,74,66,65,58,56,51,49,46,44
99,84,76,74,67,65,59,57,51,50,47,46
100,84,77,75,68,66,60,58,52,51,48,47
