n|d,2,3,4,5,6,7,8,9,10,11,12
1,,,,,,,,,,,
2,0,,,,,,,,,,
3,0,0,,,,,,,,,
4,2,0,0,,,,,,,,
5,2,1,0,0,,,,,,,
6,4,1,0,0,0,,,,,,
7,4,1,0,0,0,0,,,,,
8,6,3,0,0,0,0,0,,,,
9,6,3,0,0,0,0,0,0,,,
10,7,4,2,0,0,0,0,0,0,,
11,8,5,2,1,0,0,0,0,0,0,
12,9,6,4,1,0,0,0,0,0,0,0
13,9,7,5,1,0,0,0,0,0,0,0
14,10,8,6,3,0,0,0,0,0,0,0
15,11,8,7,4,0,0,0,0,0,0,0
16,12,9,7,5,2,0,0,0,0,0,0
17,13,10,8,6,3,1,0,0,0,0,0
18,14,11,9,6,4,1,0,0,0,0,0
19,15,11,10,7,5,1,0,0,0,0,0
20,16,12,11,8,6,3,0,0,0,0,0
21,16,13,11,9,7,4,0,0,0,0,0
22,17,14,12,10,8,5,2,0,0,0,0
23,18,15,13,10,9,6,3,0,0,0,0
24,19,16,14,11,9,6,4,1,0,0,0
25,20,16,15,12,10,8,5,1,0,0,0
26,21,17,15,12,11,8,6,3,0,0,0
27,22,18,16,13,12,9,6,4,0,0,0
28,22,19,17,14,12,10,8,5,2,1,1
29,23,19,18,15,13,10,9,5,3,2,2
30,24,20,19,16,14,11,10,7,4,4,3
31,25,21,19,16,15,12,10,7,4,4,4
32,26,22,20,17,16,13,11,8,6,5,5
33,26,23,21,18,16,14,12,9,7,6,6
34,27,23,22,19,17,14,13,10,8,7,7
35,28,24,23,20,18,15,13,11,9,8,8
36,29,25,24,20,19,16,14,12,10,10,9
37,30,26,24,21,19,17,15,12,11,10,10
38,31,27,25,22,20,18,16,13,12,11,11
39,32,27,26,23,21,18,17,14,13,13,13
40,32,28,27,23,22,19,17,15,13,13,13
41,33,29,28,24,23,20,18,16,15,15,15
42,34,30,28,25,24,21,19,16,15,15,15
43,35,31,29,26,24,21,20,17,16,16,16
44,36,31,30,27,25,22,20,18,17,17,17
45,37,32,31,27,26,23,21,19,18,18,18
46,37,33,32,28,27,24,23,20,20,20,20
47,38,34,32,29,27,24,23,20,20,20,20
48,39,35,33,30,28,25,24,21,21,21,21
49,40,36,34,31,29,27,25,23,23,23,23
50,41,37,35,32,30,27,25,23,23,23,23
51,42,37,36,32,31,28,25,24,24,24,24
52,42,38,37,33,32,28,25,25,25,25,25
53,43,39,38,34,32,29,28,26,26,26,26
54,44,40,38,35,33,30,28,28,28,28,28
55,45,41,39,36,34,31,29,29,29,29,29
56,46,42,40,37,35,32,30,30,30,30,30
57,47,43,41,37,36,33,31,30,30,30,30
58,47,44,42,38,37,33,32,32,32,32,32
59,48,45,43,39,37,34,33,32,32,32,32
60,49,46,44,40,38,35,33,33,33,33,33
61,50,47,45,41,39,36,34,34,34,34,34
62,51,48,46,42,40,37,36,35,35,35,35
63,52,48,47,43,41,38,36,36,36,36,36
64,53,49,48,43,42,38,38,38,38,38,38
65,53,50,48,44,43,39,38,38,38,38,38
66,54,51,49,45,43,40,39,39,39,39,39
67,55,52,50,46,44,41,40,40,40,40,40
68,56,53,51,47,45,42,42,42,42,42,42
69,57,54,52,48,46,43,42,42,42,42,42
70,58,55,53,48,47,44,43,43,43,43,43
71,58,56,54,49,48,44,44,44,44,44,44
72,59,57,55,50,49,45,45,45,45,45,45
73,60,58,56,51,49,46,46,46,46,46,46
74,61,59,57,52,50,47,47,47,47,47,47
75,62,60,58,53,51,48,48,48,48,48,48
76,63,61,59,54,52,49,49,49,49,49,49
77,63,62,60,54,53,50,50,50,50,50,50
78,64,63,61,55,54,51,51,51,51,51,51
79,65,63,62,56,55,53,52,52,52,52,52
80,66,64,62,57,55,53,53,53,53,53,53
81,67,65,63,58,56,54,54,54,54,54,54
82,68,66,64,59,57,56,55,55,55,55,55
83,68,67,65,59,58,56,56,56,56,56,56
84,69,68,66,60,59,57,57,57,57,57,57
85,70,69,67,61,60,58,58,58,58,58,58
86,71,70,68,62,60,59,59,59,59,59,59
87,72,71,69,63,61,60,60,60,60,60,60
88,73,72,70,63,62,61,61,61,61,61,61
89,73,73,71,64,63,62,62,62,62,62,62
90,74,74,72,65,64,63,63,63,63,63,63
91,75,75,73,66,65,64,64,64,64,64,64
92,76,76,74,67,65,65,65,65,65,65,65
93,77,76,75,68,66,66,66,66,66,66,66
94,78,77,76,69,69,67,67,67,67,67,67
95,78,78,76,69,69,68,68,68,68,68,68
96,79,79,77,70,69,69,69,69,69,69,69
97,80,80,78,71,70,70,70,70,70,70,70
98,81,81,79,72,71,71,71,71,71,71,71
99,82,82,80,73,72,72,72,72,72,72,72
100,83,82,81,73,73,73,73,73,73,73,73
